Country of Citizenship,year 2015,year 2016,year 2017,year 2018,year 2019,year 2020,year 2021,year 2022,year 2023,first_letter
Qatar,year 2015: 15,year 2016: 20,year 2017: 10,year 2018: 10,year 2019: 15,year 2020: 5,year 2021: 15,year 2022: 30,year 2023: 10,Q
